run_id,t,task_id,arm_id,success,reward,steps,wallclock_s,tokens_input,tokens_output,tokens_cache_read,tokens_cache_write,tokens_cost_usd,tokens_invocations,global_log_e,global_rejected,policy_type,config_hash
webarena_gmail_pair_cautious_60_trial0_2026-06-18T17-26-29Z,1,task_e1,cautious,0,0.0,6,52.1,52109,1942,14848,0,0.03779835000000001,4,0.0,False,uniform,a264d5473f47
webarena_gmail_pair_cautious_60_trial0_2026-06-18T17-26-29Z,2,task_e2,cautious,1,1.0,3,41.9,28213,992,15104,0,0.015428550000000001,3,0.0,False,uniform,a264d5473f47
webarena_gmail_pair_cautious_60_trial0_2026-06-18T17-26-29Z,3,task_e3,cautious,1,1.0,4,19.3,52450,1314,20736,0,0.0312537,4,0.0,False,uniform,a264d5473f47
webarena_gmail_pair_cautious_60_trial0_2026-06-18T17-26-29Z,4,task_e4,cautious,1,1.0,18,116.0,136000,3901,61440,0,0.07808250000000001,10,0.30421137440299156,False,uniform,a264d5473f47
webarena_gmail_pair_cautious_60_trial0_2026-06-18T17-26-29Z,5,task_e5,cautious,1,1.0,4,15.2,39122,955,20736,0,0.0196422,4,0.7096764825111559,False,uniform,a264d5473f47
webarena_gmail_pair_cautious_60_trial0_2026-06-18T17-26-29Z,6,task_e6,cautious,1,1.0,5,19.0,49679,1206,29952,0,0.02246865,5,1.1151415906193203,False,uniform,a264d5473f47
webarena_gmail_pair_cautious_60_trial0_2026-06-18T17-26-29Z,7,task_e7,cautious,0,0.0,14,89.9,123740,3971,53504,0,0.0745593,8,0.421994410059375,False,uniform,a264d5473f47
webarena_gmail_pair_cautious_60_trial0_2026-06-18T17-26-29Z,8,task_e8,cautious,0,0.0,5,28.0,52433,1691,20736,0,0.03293745,4,-0.2711527705005703,False,uniform,a264d5473f47
webarena_gmail_pair_cautious_60_trial0_2026-06-18T17-26-29Z,9,task_e9,cautious,1,1.0,5,20.2,49674,1298,28672,0,0.023742900000000004,5,-0.0195403884830867,False,uniform,a264d5473f47
webarena_gmail_pair_cautious_60_trial0_2026-06-18T17-26-29Z,10,task_e10,cautious,1,1.0,3,13.8,28517,1059,15104,0,0.01595805,3,0.3176715572885423,False,uniform,a264d5473f47
webarena_gmail_pair_cautious_60_trial0_2026-06-18T17-26-29Z,11,task_e11,cautious,1,1.0,4,19.0,52547,1347,22016,0,0.03061095,4,0.7231366653967066,False,uniform,a264d5473f47
webarena_gmail_pair_cautious_60_trial0_2026-06-18T17-26-29Z,12,task_e12,cautious,1,1.0,6,23.6,50320,1196,29696,0,0.0230772,5,1.128601773504871,False,uniform,a264d5473f47
webarena_gmail_pair_cautious_60_trial0_2026-06-18T17-26-29Z,13,task_e13,cautious,1,1.0,10,63.6,69583,2080,45568,0,0.03078885,7,1.5340668816130354,False,uniform,a264d5473f47
webarena_gmail_pair_cautious_60_trial0_2026-06-18T17-26-29Z,14,task_e14,cautious,1,1.0,4,15.1,39188,979,20736,0,0.019799700000000003,4,1.9395319897211998,False,uniform,a264d5473f47
