arm_id,pulls,successes,mu_hat,log_e,cs_low,cs_high,rejected,alpha,m0,total_cost_usd,total_wallclock_s
algorithmic,10,6,0.6,-0.8476114286187442,0.15384615384615385,0.9846153846153847,False,0.05,0.5,0.4046946,693.6
balanced,10,6,0.6,-1.115103058068758,0.13846153846153847,0.9692307692307693,False,0.05,0.5,0.6182859,836.9
baseline,10,7,0.7,0.1861761239876245,0.24615384615384617,0.9846153846153847,False,0.05,0.5,0.43609005,351.2
cautious,10,3,0.3,-0.6931471805599453,0.015384615384615385,0.7384615384615385,False,0.05,0.5,0.7011819000000001,833.5
domain_expert,10,6,0.6,-0.8476114286187442,0.15384615384615385,0.9846153846153847,False,0.05,0.5,0.40213499999999996,688.7
exploratory,10,6,0.6,-0.8476114286187442,0.15384615384615385,0.9846153846153847,False,0.05,0.5,0.4508673,439.1
explorer,10,6,0.6,-0.7026851511403278,0.16923076923076924,0.9846153846153847,False,0.05,0.5,0.7096806,632.6
junior_reactive,10,4,0.4,-0.6931471805599453,0.015384615384615385,0.8307692307692308,False,0.05,0.5,0.488337,561.2
overthinker,10,6,0.6,-1.506102380603361,0.12307692307692308,0.9692307692307693,False,0.05,0.5,0.3443619,493.9
planner,10,6,0.6,-1.09511030838105,0.13846153846153847,0.9692307692307693,False,0.05,0.5,0.32411265,581.9
rapid,10,6,0.6,-0.07590207332045629,0.15384615384615385,0.9692307692307693,False,0.05,0.5,0.8372011500000001,783.9
verifier,10,2,0.2,0.0,0.015384615384615385,0.676923076923077,False,0.05,0.5,0.8375505,1302.1
